,Person,Fclassif,Chi2,inform_gain,inform_gain_rto,IV,absWOE,AUC,KS,MIC
ovd_repay_amt_sum_rto_p9repayment,0.11374964206084347,795.796458040353,789.0652293033617,0.006508259142573358,0.018228616578147287,0.13351616113579923,2.3475221574995535,0.5516,0.10237209115542042,0.006508259142573284
ely_gt30_repay_oid_rto_rf_due_p186d,-0.05417865245909191,200.73445050443632,200.15110002880158,0.002845342328614886,0.006850056466238812,0.08826220353897025,1.3799316175836085,0.532,0.06396128794666345,0.002845342328615234
dawn_ord_succ_amt_rto_p96d,-0.04505772024025595,39.16895598478412,42.81111994598844,0.0013013242042326234,0.003110013677018264,0.0291088299287207,0.8292099616327053,0.5207,0.040490197032029066,0.0013013242042304496
ely_gt0_repay_oid_rto_rf_repay_p66d,-0.07655436295466647,404.30496347366085,401.9472268778069,0.004130269196105318,0.004249914953406013,0.1030492108234559,0.6458484228638226,0.5798,0.15955634042816863,0.004130269196102307
ely_gt14_repay_amt_rf_repay_rto_p7d,-0.09105974667915541,207.9599547789447,207.81285286196885,0.008076600895467967,0.010156901461509316,0.25593762921207286,2.5246287409606962,0.5766,0.15220769701533043,0.008076600895468012
ely_gt30_repay_oid_cnt_rf_repay_p96d,-0.07182547666835772,357.4106480455551,386.10066872105585,0.0051334018199289955,0.006227886176730102,0.15263395878953606,2.3851745334198924,0.56,0.11934761153296303,0.005133401819930336
normal_days_rf_due_last_p7d,-0.07284048737531919,107.51819589508463,108.86280690605075,0.00456293815946246,0.0028876112290372124,0.12538921614247914,2.162972261617049,0.5732,0.13357658408516282,0.004562938159460499
ely_gt0_repay_cnt_rf_repay_p186d,-0.08421309469249488,493.68951805561437,532.9410905693876,0.005961918262096744,0.00216186108187205,0.16035149192534906,2.5374213821895326,0.6027,0.15292436867914688,0.005961918262097168
repay_amt_in_table_rf_due_sum_p66d,-0.06993907190326151,335.0761090733847,461.9746620459023,0.005615383023436615,0.0016903987342267231,0.15785296254020034,3.428325080946587,0.5856,0.14840708692194282,0.005615383023437438
ord_amt_mean_p7d,-0.058677870670233494,68.0909104194018,85.17949486891001,0.003217814678858344,0.0010431587311057829,0.08541536242569842,2.2671539008802233,0.5722,0.11175172698176927,0.003217814678856651
ely_gt30_repay_oid_cnt_rf_repay_p7d,-0.06242339779838615,97.49297270584474,107.03282819938966,0.003959957896461086,0.005601270775978631,0.11825217751389797,2.350991172327303,0.548,0.0959739056385599,0.00395995789645996
ely_gt0_repay_rto_rf_due_p1d,-0.06548981949504519,18.42270914916225,18.352273521615615,0.0032552881862342176,0.0033529650469137575,0.09291598661602735,0.6491450978935294,0.5716,0.14313592895877825,0.0032552881862362494
ely_gt0_repay_oid_cnt_rf_due_p36d,-0.046736697706478814,149.07556219273374,217.1116008237447,0.002335420833065316,0.001108320835382039,0.05946334378975304,1.5138086178958796,0.5603,0.11894354862819712,0.00233542083306632
normal_repay_rto_rf_due_p66d,-0.11205520390726131,866.8140232098668,864.8773482638649,0.006249641937216166,0.01814243727040914,0.1375507381510219,2.5186437318320642,0.5519,0.1032323767394485,0.006249641937216927
normal_repay_amt_rf_due_rto_p36d,-0.1140258041925041,882.6280609071803,910.7072420736797,0.0065953291030048655,0.02136220493399458,0.14285899077612485,2.662509424979551,0.551,0.10164608962121507,0.006595329103008819
ely_gt1_repay_amt_rf_due_std_p36d,-0.03994047808641092,56.62570071364737,112.28382280059404,0.0024740899004224715,0.0008691931088522536,0.09091080227278799,2.35718747894322,0.551,0.11184739266235721,0.002474089900424413
ely_gt30_repay_oid_cnt_rf_due_p186d,-0.05091387804113235,177.2100917712502,176.7559081455252,0.0023846112949496012,0.005319103670021176,0.07051909043997621,1.1161012652556643,0.5316,0.06318341590968668,0.0023846112949477967
normal_repay_rto_rf_repay_p96d,-0.11324085623273633,895.3145647848687,886.0482152837869,0.006348806753789515,0.015684656025504194,0.13996425909108112,2.3062023502287667,0.5552,0.10890364643748826,0.006348806753790067
ely_gt3_repay_oid_cnt_rf_due_p7d,-0.05676650249947814,65.16462737053125,82.40025269914446,0.003346426964978,0.0027415758305159204,0.08887421842507615,1.87820051366617,0.5577,0.11500029284426971,0.0033464269649768905
ely_gt1_repay_amt_rf_due_mean_p7d,-0.07522226352844913,114.70519225905596,118.10395417092653,0.004999396702486059,0.003684639541116701,0.13738094185432623,2.110769999178941,0.5728,0.1350144363957475,0.004999396702484712
JY_APPLY_PUTOUT_AMOUNT,-0.06576811048754354,305.0608774956167,481.6879632828146,0.005469051647192136,0.0019436895002361639,0.14870536124823386,3.0830046918038594,0.5727,0.1345439330905629,0.0054690516471908954
normal_repay_amt_rf_repay_mean_p36d,-0.040116585716083245,107.97705118734437,207.01444662933733,0.002244296332990392,0.0006756005204888184,0.057218723802987065,1.4737077681450368,0.5489,0.06140512080842464,0.002244296332991509
ely_gt1_repay_amt_rf_repay_max_p186d,-0.0917901785373289,587.3145787731114,613.4276890777286,0.007278661393777752,0.0028913785208799655,0.20277441574953461,2.988374992526872,0.6079,0.16952409009684966,0.007278661393777481
ely_gt0_repay_rto_rf_due_p7d,-0.08853196629403288,159.23681652579663,158.00440865763085,0.005770836559703063,0.0057708554998792206,0.14445451342656263,0.776036541436076,0.5931,0.1861439580657449,0.005770836559702069
ely_gt14_repay_oid_rto_rf_repay_p96d,-0.07996106808829542,443.51370146992696,440.69076334690885,0.005774817656470366,0.008179867214332177,0.16979747160394956,1.2657240808022867,0.5671,0.13415046310592627,0.005774817656470205
ely_gt1_repay_cnt_rf_repay_p186d,-0.08150047080835128,462.18762563155445,489.3448507550395,0.005661421084903695,0.002311443527700415,0.1549443451462253,2.497103738884949,0.5968,0.15145234907006877,0.005661421084903697
normal_days_rf_repay_std_p7d,-0.08510201739958811,181.81066767538078,196.7920014399142,0.006891869843382414,0.005624799831171493,0.1992605119558243,2.963097016669016,0.5836,0.16444851310080655,0.006891869843382269
afternoon_ord_succ_amt_rto_p96d,-0.05677743884353869,164.64496325891923,164.12064834026435,0.0018141916462985352,0.007762195602032411,0.03973240791863911,0.8744223386596516,0.5227,0.04543846395729377,0.0018141916462957128
repay_amt_in_table_rf_repay_std_p96d,-0.05989730331851066,248.16448377714713,332.8453726634361,0.003989731092331916,0.0012010287369934782,0.11006047013082958,2.7860604173415546,0.5733,0.12217219277834268,0.003989731092332739
ely_gt3_repay_rto_rf_repay_p96d,-0.07973827477541219,441.0298518880343,440.4404414287238,0.004936535296011013,0.0029294842671308097,0.13038212412998693,1.0454996461504729,0.59,0.15516694000732922,0.004936535296012757
ely_gt14_repay_amt_rf_due_rto_p7d,-0.06017316174239484,71.64003129312377,71.38787801361397,0.003467469091293862,0.007399991729479156,0.10244376013914482,1.3591536646725328,0.5377,0.07537319936802511,0.00346746909129396
ovd_gt1_repay_amt_rf_due_median_p186d,0.08597816517640362,507.7939548939333,504.0550021169404,0.003593784366540398,0.0201155151062211,0.07846909568096196,1.3236043899036183,0.5296,0.05928440271090056,0.003593784366540385
ord_amt_min_p7d,-0.04756303082024483,44.685352457799524,53.58050452391474,0.0021446648907540444,0.0008869939594120216,0.0589049274968021,1.629484143224282,0.5575,0.08018042842966311,0.0021446648907526475
ovd_days_rf_due_mean_p7d,0.14428630540746837,428.5612884557336,419.6809060933425,0.01002952648128147,0.03171801121321937,0.2140542053882274,1.5192449532659817,0.5704,0.14089512354677663,0.010029526481279643
ely_gt30_repay_amt_rf_repay_max_p186d,-0.05838820389717139,236.4487813450257,235.64950269666656,0.0032555392580733145,0.006940970577314288,0.0998255036225762,1.3368344639026315,0.5373,0.07467304764956073,0.0032555392580738396
ely_gt0_repay_amt_rf_repay_sum_p7d,-0.09352689741793051,219.9234578164219,225.45901535311097,0.007281373262478352,0.003369502327588042,0.20110272755597236,2.9037211164114685,0.6089,0.18478246982158147,0.0072813732624790765
ely_gt1_repay_amt_rf_due_sum_p7d,-0.07585236552845022,116.64607206367063,116.12413562375286,0.005011900865001695,0.0036938544496237123,0.14075805475996112,2.1242472548885774,0.5725,0.13326006859953166,0.0050119008650014035
ely_gt0_repay_amt_rf_due_median_p186d,-0.0735771810291586,371.13560321117404,402.24691910104536,0.004537188596249575,0.001799196038113621,0.12084724806559616,2.1404150716727255,0.5893,0.14307276644155648,0.004537188596249867
ovd_gt1_repay_rto_rf_repay_p7d,0.14345874976030676,523.6826551269717,512.9462106906681,0.008079583055715656,0.05896238588143627,0.16943172504876283,2.01624666238835,0.542,0.08403323274348887,0.008079583055716393
ely_gt0_repay_amt_rf_repay_rto_p66d,-0.08142326127177182,457.702534133466,454.8694636005064,0.004765892452537113,0.0035018653770882494,0.1203211226228039,0.7519784351130402,0.5898,0.16407171926054742,0.004765892452537789
ely_gt30_repay_amt_rf_due_rto_p96d,-0.05308740402321612,192.41025400111124,191.87362602503057,0.0025922931091839074,0.005529635360809014,0.07661158954842029,1.129938492607018,0.5339,0.06780155738535854,0.0025922931091836776
normal_repay_amt_rf_repay_rto_p7d,-0.15852286984593408,641.132263967813,625.071189571564,0.011526777675881894,0.03926316358485714,0.24990925462626196,1.6703212947334967,0.5748,0.149617475041612,0.01152677767588026
ovd_days_rf_repay_mean_p186d,0.10635455945225279,790.7812831536236,783.4433848512803,0.0057880359486349175,0.01305677822153497,0.12909593765294336,2.2235007279097916,0.5553,0.10898064315512403,0.005788035948635418
ely_gt3_repay_amt_rf_due_sum_p186d,-0.0831581429548349,474.80152846197484,480.18512633162044,0.005886543379867826,0.003323966828908787,0.1648985745176192,2.5444718392338475,0.5882,0.1583469544830951,0.005886543379867374
dawn_ord_succ_amt_rto_p186d,-0.04159325075251485,38.84165256439494,52.99508573213532,0.0013675306178881352,0.003721681517384897,0.03159822154015871,1.1053312693335466,0.5164,0.037606427917835465,0.0013675306178892095
ovd_gt1_repay_amt_rf_due_rto_p7d,0.11954067135633928,285.7965346523456,281.74109008772456,0.005865292142837486,0.0481496065349179,0.11880238163766689,1.8626407030973984,0.5319,0.06378169522447864,0.005865292142836402
ely_gt30_repay_rto_rf_due_p96d,-0.05584445316130968,213.30403405650264,212.64506067278265,0.00292536770869517,0.006249667454091383,0.08810672931644577,1.2358270489320127,0.5356,0.07129373757645674,0.002925367708695312
ely_gt0_repay_amt_rf_repay_max_p36d,-0.08888101555601195,533.392051529079,586.7283446803688,0.007363459820493523,0.0029202886750623286,0.21020622531444663,2.8057753985870604,0.6054,0.15845126054890052,0.007363459820494371
ely_gt14_repay_oid_rto_rf_due_p96d,-0.07462987335682643,381.88579150225314,392.72143585009377,0.005230933029097884,0.005773174913571842,0.15563989791493207,2.1858008642695372,0.5643,0.12620009245247787,0.0052309330290985605
ovd_gt1_repay_amt_rf_repay_min_p7d,0.14323950306545494,522.0496951089095,511.3795467627806,0.008062274508135736,0.058738526016957546,0.169092586104103,2.013231664644916,0.542,0.08399062515933889,0.008062274508135904
ely_gt3_repay_cnt_rf_repay_p36d,-0.07064399452056727,335.97529697547793,336.9469071822281,0.004520631922184215,0.003495409251492895,0.1326652040957734,2.0169368335802047,0.5647,0.11758064786377076,0.004520631922185422
ely_gt30_repay_rto_rf_due_p66d,-0.055946123921818726,214.03049070848544,213.3668418917622,0.0029367735545269835,0.006266124111823208,0.08847328357685522,1.2376853916022208,0.5357,0.07148285354028772,0.002936773554526216
normal_repay_amt_rf_due_rto_p96d,-0.11282825638257307,877.8482645720312,880.8726685985183,0.0064196436751256525,0.014744284038485907,0.1416301478199263,2.027021215300657,0.5564,0.11086594729737939,0.006419643675125841
ely_gt30_repay_amt_rf_due_sum_p186d,-0.05195964694233774,184.58454006134792,184.09159742353197,0.0024661878601573983,0.005264031081563041,0.072531873198346,1.0927876840068769,0.5332,0.06637325279179263,0.0024661878601579894
normal_repay_amt_rf_repay_std_p96d,-0.062060529044555335,263.7929235320486,342.46097454396215,0.004094439054812327,0.001232548980632916,0.11539723003970752,2.7767418715085173,0.5769,0.12192553676617768,0.004094439054812036
ely_gt1_repay_oid_cnt_rf_repay_p186d,-0.056268208329778954,219.536688471898,289.6477287901324,0.003137837450056913,0.0013527207425475085,0.08137005541733866,2.047423740065165,0.5707,0.13112037487513845,0.0031378374500574484
ely_gt0_repay_rto_rf_repay_p186d,-0.0843421164442795,495.2142735423644,496.3150917264695,0.005033085779210966,0.0029667097492231433,0.12636338170728514,0.9587586095518327,0.5951,0.16434734581598665,0.005033085779210185
ely_gt3_repay_amt_rf_due_median_p7d,-0.05567989798554423,62.68610286241716,62.60772377518586,0.0026489270379850827,0.002873154142028758,0.07241190913010292,1.315897772238694,0.5462,0.08913244036572376,0.002648927037982594
ely_gt30_repay_cnt_rf_due_p96d,-0.05071400291337337,175.8152988198916,175.36826149880008,0.002349553888270739,0.005148745022021562,0.0690802871696799,1.0849441599179213,0.5318,0.06367174433650669,0.002349553888271372
ovd_gt0_repay_amt_rf_due_rto_p96d,0.11282825638257309,877.8482645719655,880.8726685985182,0.0064196436751256525,0.014744284038485907,0.1416301478199263,2.027021215300657,0.5564,0.11086594729737939,0.006419643675125841
ely_gt3_repay_amt_rf_repay_sum_p66d,-0.08621838165458273,513.6374088687711,510.0193368482936,0.006444249732823537,0.0036389422658354175,0.1863658553950829,2.5942354868220154,0.5908,0.15585880584499778,0.006444249732821157
repay_amt_in_table_rf_repay_max_p66d,-0.06898051486804743,327.89952094267164,542.7488514841536,0.006550730714221742,0.0019719665627488513,0.18329684076422348,3.8279576448277934,0.5842,0.16471169193467616,0.0065507307142199786
ely_gt3_repay_oid_rto_rf_due_p186d,-0.06994984650502296,335.2683730511478,333.63769722521386,0.0037236873382917035,0.0038466179707437147,0.09710615659976762,0.6664178297057775,0.5729,0.14571362330242554,0.0037236873382910708
ovd_days_rf_repay_median_p36d,0.11417306150718465,884.7280593995412,873.221268396996,0.006479027836425233,0.022888853244619135,0.1413616745187012,1.3496852017626702,0.5524,0.1047367744227208,0.006479027836425936
ely_gt0_repay_oid_rto_rf_repay_p96d,-0.08277217564210716,475.4650581563291,472.3995423781024,0.004728670034282012,0.0036674651773963857,0.11734701108757924,0.8245231443210782,0.588,0.1638361887831929,0.004728670034282351
normal_repay_oid_rto_rf_repay_p7d,-0.15634750037500011,624.4717734398147,609.2557367313664,0.01123408483055477,0.0385002821561306,0.24407444967216804,1.658921573513131,0.5736,0.14712838362532518,0.011234084830555166
normal_repay_oid_rto_rf_due_p186d,-0.09847876557100615,667.7384894841875,661.282112829924,0.004612648178497936,0.023988814033849122,0.10023263957739002,1.4098594585842137,0.5355,0.07109406470772911,0.004612648178496261
ely_gt14_repay_amt_rf_repay_mean_p36d,-0.05948717001180286,237.88674078049172,237.05200285208213,0.0033977497120903366,0.007244590770363232,0.10367297550957187,1.369875772544979,0.5378,0.07568056723637528,0.003397749712091747
ely_gt30_repay_amt_rf_due_mean_p186d,-0.050877588368763535,176.95690783116376,176.50402680180292,0.002350172538766626,0.005030400793308062,0.0687566241461366,1.0598807590220558,0.5324,0.06487203731255375,0.0023501725387664097
ely_gt1_repay_cnt_rf_repay_p66d,-0.07591489838563065,397.5398034763622,434.39052450380984,0.005420096575579958,0.0026164658446917524,0.15590150632208133,2.443276095241595,0.5849,0.14235976215774293,0.00542009657557714
ord_succ_amt_rto_p1d,-0.11415504384096059,89.61169914035224,88.46999831907638,0.006881127340042981,0.017593315483901237,0.16297104736958037,1.2241379567591775,0.5666,0.13313127533520425,0.0068811273400433805
ovd_gt0_repay_amt_rf_due_sum_p96d,0.09072680144761402,565.9046999900623,791.4209120872573,0.006033512543167252,0.014653798901472845,0.13473926838808992,2.0742447809661413,0.5553,0.11146728631858863,0.0060335125431677265
ovd_gt0_repay_amt_rf_due_mean_p7d,0.12752619812412408,333.2312207794311,446.92073201991695,0.010402399661074313,0.02804088883296432,0.22097512332523797,2.9130438231227225,0.5702,0.1413173762650285,0.010402399661073338
ovd_days_rf_repay_mean_p7d,0.15800210601199943,638.0993300290022,622.219323027365,0.011462841067776286,0.038969082210515184,0.24903946934508578,1.666335930066281,0.5747,0.14945333942068922,0.011462841067776557
ely_gt0_repay_amt_rf_due_max_p7d,-0.08111784326002336,133.51370040911456,138.40859910209136,0.005561941160425632,0.0031405622174954877,0.1486347359836556,2.4139463728361905,0.5886,0.16159838666739657,0.005561941160425292
ovd_gt0_repay_amt_rf_repay_min_p96d,0.0916852520832828,584.2911797548109,738.0030342024846,0.005647696783760037,0.013346877618949642,0.12652746275696275,2.2628484954841133,0.5543,0.10929801130327128,0.005647696783759711
ely_gt30_repay_cnt_rf_repay_p7d,-0.07706619814534307,148.90106795902807,166.22032312634042,0.006022680900019617,0.006572109055914337,0.17795159177048867,2.399898545917331,0.5696,0.1388630397668832,0.00602268090001835
ord_amt_median_p36d,-0.04724758406706,117.23378474202374,226.93835489826068,0.003255941838334997,0.0009960040486348333,0.08162882286586189,2.4847873514033774,0.5559,0.09969570574923858,0.00325594183833494
ely_gt1_repay_rto_rf_due_p96d,-0.07157260411152937,351.0803837573747,354.6663596888784,0.0039033627741228982,0.002317072001347566,0.10118130541834817,1.0618605247662996,0.5812,0.1455798350209404,0.003903362774122955
ovd_gt0_repay_oid_rto_rf_repay_p36d,0.11459035670644016,891.293334739314,879.6160685588198,0.006471959786122361,0.023670331674422635,0.1408770245510222,1.3701144487560015,0.5514,0.10282135531008509,0.006471959786123033
normal_repay_cnt_rf_repay_p66d,-0.07220992360153694,359.48494237518116,443.4480192737826,0.005213690342429023,0.0015851371350817161,0.1457084711634418,2.718456082181078,0.5882,0.12015148546652044,0.005213690342427705
normal_repay_amt_rf_repay_mean_p7d,-0.06495899801412791,105.60828345973557,213.44039092519046,0.005390854289821612,0.0016228256710154553,0.1310270524211331,2.2936592130097697,0.5796,0.11188347206683119,0.005390854289821316
normal_repay_amt_rf_due_sum_p186d,-0.09255543215988546,589.1543449230378,613.960923745839,0.0072679517474699695,0.002187871497434326,0.20155543163535158,4.114538625414932,0.6133,0.17987698670799512,0.007267951747469371
ely_gt14_repay_amt_rf_due_sum_p96d,-0.0561251576397467,215.46057990272254,214.7881719635035,0.0029906005796975776,0.0065617050722503074,0.09105395945103036,1.293237788055921,0.5352,0.07040774735472943,0.002990600579698375
ovd_gt0_repay_amt_rf_due_max_p7d,0.12397707279425668,314.6557894290165,455.7431921331068,0.010507638635129546,0.028471424678946172,0.22277432929677077,2.819816637627202,0.5699,0.14086244508517243,0.010507638635127112
normal_repay_amt_rf_repay_max_p66d,-0.07897585151987964,430.4496615357532,596.0315865706507,0.007073465300839354,0.0021293254062649163,0.19623643770917312,4.015046244471155,0.5964,0.17429309642721735,0.007073465300837542
ely_gt1_repay_amt_rf_due_mean_p66d,-0.07766068534129925,413.6222175372042,417.695658102998,0.004982198828908269,0.002305581829322403,0.13729155294084355,2.335512494325905,0.5879,0.14867342011388085,0.004982198828909046
ely_gt14_repay_amt_rf_repay_max_p36d,-0.06306611110678964,267.48961576004524,266.43367478637015,0.003928282792114657,0.008376624356749502,0.12343025150525397,1.5384851479794548,0.5401,0.08022843227791909,0.003928282792115171
normal_days_rf_due_min_p186d,-0.052728613321502825,190.103756544551,197.93900359238714,0.002432393896632301,0.0018602477083432072,0.06811516761843675,1.7945015003071003,0.5513,0.09614191370578884,0.002432393896631063
ely_gt14_repay_amt_rf_repay_max_p186d,-0.07483833273524709,389.3060563758591,434.08273120266375,0.0056011214202617565,0.0060768487153767285,0.16334021282954342,2.2605875430429228,0.5677,0.13507321000376982,0.0056011214202602265
ovd_days_rf_repay_sum_p36d,0.12155596377608192,1004.6193513283399,990.0016582642744,0.006957484899429545,0.02095165599637357,0.1501919850371869,2.570382867318817,0.5529,0.1047367744227208,0.006957484899430273
JY_D1_CASH_EXCEED_CREDIT_AMT,-0.06090865469214775,261.4841557170697,479.30054075049964,0.005426319780702682,0.0017098274378263732,0.14780821652760245,3.327228211184618,0.5745,0.1357819864287068,0.005426319780702543
morn_ord_succ_amt_median_p7d,-0.04588957181087687,41.58972884881163,48.01776401667661,0.0021571265868221556,0.001691621608392332,0.06340239579778001,1.2017193299708937,0.5384,0.07005553777982865,0.0021571265868212106
ely_gt1_repay_amt_rf_due_sum_p36d,-0.0785300676667724,422.5705747712261,422.1850868249211,0.005353701932912069,0.003023157512306254,0.15402693882790766,2.267970505447678,0.5818,0.13885446600747764,0.005353701932913415
ovd_gt1_repay_oid_rto_rf_repay_p36d,0.09853391091043259,656.7387234557117,650.3819099742636,0.004230808790772811,0.033809071383552054,0.08918297198708737,1.6438324606553794,0.5271,0.05425307877880147,0.004230808790774698
ely_gt1_repay_oid_rto_rf_repay_p66d,-0.06827823661586174,321.22582275848697,319.7376182784863,0.003403719279576556,0.003403719660087874,0.08634974415222726,0.5949050056597678,0.5726,0.14514879406076403,0.0034037192795748792
normal_days_rf_repay_std_p186d,-0.09051541494718345,570.9810190365251,657.4386991207917,0.007586371778121326,0.002895046131088904,0.20807510602494803,3.0034657648457257,0.6084,0.1703250522341807,0.007586371778120082
ely_repay_rto_p10repayment,-0.085028969254321,503.3863641510563,505.20812508333324,0.005116349365129724,0.0029822333681784143,0.12839834608912495,0.998212951089084,0.5961,0.1664620161850245,0.005116349365129746
ovd_gt0_repay_amt_rf_repay_mean_p66d,0.09259527435520043,593.1079830357284,805.9716848123722,0.0060640128672620475,0.015347355319927276,0.13452343324949484,2.164743691336656,0.5544,0.10940603405369392,0.0060640128672593396
ely_gt1_repay_rto_p9repayment,-0.0754197372729136,395.42461915374076,394.7370544007227,0.004269601059346928,0.0031306141849475593,0.11058319429320553,0.8396122449223243,0.5836,0.1561555333518725,0.004269601059347707
ely_gt3_repay_amt_rf_due_max_p66d,-0.08064967709047204,446.2862290100693,448.13619039676314,0.005630988561582784,0.0031798189060278,0.1606072326775517,2.331551573926313,0.5845,0.14356634666155488,0.005630988561582622
ovd_repay_rto_p9repayment,0.11187504113293932,876.0979316600439,868.1251836758878,0.006015640714332748,0.01956916486228446,0.1315439504198696,2.562256686468308,0.5477,0.09486903748453637,0.006015640714334477
ely_gt1_repay_oid_rto_rf_repay_p186d,-0.07582722657007483,399.72229473190555,397.4582895324098,0.004143977103662433,0.003049684630472342,0.10520094378848605,0.7262395176172897,0.584,0.15464221677998907,0.0041439771036618275
ely_gt1_repay_amt_rf_due_mean_p186d,-0.08242784881598396,466.44194244071167,475.2240845051884,0.005546492342391407,0.0025666964017298528,0.1505847321627916,2.4144840952870457,0.5952,0.15961880154380437,0.0055464923423923125
ovd_gt1_repay_amt_rf_due_mean_p7d,0.1194275086801112,291.65777089448574,287.5264024336375,0.0058127367815850595,0.04857656743968382,0.11908532495047464,1.8770935050269537,0.5317,0.06344133876738584,0.00581273678158254
ely_gt3_repay_amt_rf_due_mean_p96d,-0.0802686331085882,442.1620307960029,452.99554949694783,0.0054257095984047155,0.0030641586078377285,0.14971376555118293,2.429791740184797,0.5882,0.15911459834013297,0.0054257095984056045
ely_gt30_repay_oid_rto_rf_due_p7d,-0.0532400242343459,57.29742971267072,57.14068913817027,0.0027495566140186556,0.006895907640927844,0.08308885560246047,1.3757091912847073,0.5302,0.06039710727298975,0.0027495566140177084
ely_gt14_repay_amt_rf_due_max_p36d,-0.053521804908386456,195.6356934198352,195.0810077879646,0.0026961302788570674,0.006093424176217399,0.08130140946370276,1.2352137647393207,0.5329,0.06581970812222981,0.0026961302788586503
normal_repay_cnt_rf_repay_p186d,-0.07870353446637292,430.8148803427437,479.8134774158321,0.005361193938032416,0.001654149502781353,0.1443935742348684,3.101107921995591,0.5971,0.13740266277941526,0.005361193938032115
repay_amt_in_table_rf_repay_std_p7d,-0.042241077515556946,44.54802709794728,96.74638786610456,0.0032734571457593287,0.001048539991982461,0.09181064906599204,2.2624918728474688,0.5499,0.1006528865026558,0.0032734571457592662
ovd_gt0_repay_rto_rf_repay_p96d,0.11324085623273641,895.314564784983,886.0482152837869,0.006348806753789515,0.015684656025504198,0.13996425909108112,2.3062023502287667,0.5552,0.10890364643748826,0.0063488067537899075
ely_gt14_repay_cnt_rf_due_p7d,-0.06507344533164729,85.71887174286508,91.87955024524919,0.004142513579274698,0.005480087181204261,0.11890747095563683,2.1969488452503834,0.5507,0.10097844796714295,0.004142513579274496
ely_gt14_repay_amt_rf_repay_mean_p186d,-0.07315481924818373,371.89474042602296,396.05749711388654,0.0050793364345080305,0.005511391707884175,0.14752275615450283,2.1095638163383694,0.5649,0.12843949947682154,0.0050793364345076515
ovd_gt0_repay_rto_rf_due_p96d,0.11366292484956478,892.4162144699985,881.9556061051999,0.006335848232493224,0.018162683101243787,0.13926625173525886,2.3730509633546193,0.5523,0.10375891053544589,0.006335848232493091
ovd_gt0_repay_amt_rf_due_rto_p7d,0.14693493593712162,435.0147171528514,425.6659833636547,0.010380470767886618,0.03279941657721113,0.2186293149023591,1.532861511630975,0.5713,0.14262822390897925,0.010380470767884203
ely_gt3_repay_amt_rf_due_std_p96d,-0.05140626772893793,87.23828488506257,142.60634175960027,0.0033319685852556125,0.001069270341597419,0.12450454594783453,3.0997907693318343,0.5719,0.14604985132044068,0.0033319685852555877
normal_repay_rto_rf_due_p36d,-0.11467352023810073,907.4357510528899,924.0505798062445,0.006484592579251436,0.022050152297639063,0.14130073104235713,2.714117438399807,0.5494,0.09854703317288911,0.006484592579252559
ely_gt1_repay_amt_rf_due_mean_p36d,-0.07525765781030315,387.89023155492805,392.23586930114294,0.004707607149638526,0.002658317197661981,0.1295939760979715,2.1717655753361575,0.5817,0.1454583792554961,0.004707607149639761
ely_gt0_repay_amt_rf_repay_max_p96d,-0.09614845078413986,643.1055734787378,696.8637218629408,0.008048006470015856,0.00282742878583078,0.22120050830311266,3.1001758003929933,0.6171,0.17080724013727744,0.00804800647001676
ely_gt0_repay_amt_rf_due_sum_p7d,-0.08230776447775148,137.48637989968324,139.07510546211856,0.005726463170768636,0.0032334597353340594,0.15578149602087868,2.4121593222818616,0.588,0.1563352832787489,0.0057264631707681386
ely_gt3_repay_rto_rf_repay_p66d,-0.07738992696694559,413.2322893448827,410.890794670667,0.004725175851530261,0.0037866891882326354,0.1257176904433882,0.9929037211822367,0.5814,0.1542155438211008,0.0047251758515268645
ely_gt14_repay_amt_rf_due_sum_p36d,-0.056297326107890615,216.51844770346503,215.83855531069852,0.0029927192094356125,0.006455836126028126,0.09059508124451833,1.2691579678162304,0.5357,0.07138203717887082,0.0029927192094366508
ely_gt14_repay_amt_rf_due_median_p186d,-0.05152174070389337,181.47811644009286,181.00169361693185,0.0024198996524983363,0.005178613924762758,0.07104396885216309,1.0813062030959824,0.5329,0.06570198954630135,0.0024198996524969615
repay_amt_in_table_rf_due_std_p36d,-0.030081996188178774,61.68040559348542,207.61951377708561,0.0024574902379560504,0.0007880017574949661,0.06648294051426755,1.9425908939938188,0.5348,0.08485590050453329,0.002457490237956457
ely_gt3_repay_amt_rf_due_median_p36d,-0.061572676534822256,259.1590764242099,258.83376867767396,0.003165909672249223,0.0023342728290301333,0.08763600028862381,1.6102236009192357,0.5598,0.11018347416651408,0.0031659096722486423
ely_gt1_repay_amt_rf_repay_std_p96d,-0.066875573432358,190.65440757525542,219.01225897326515,0.004133659138885859,0.001324083771338837,0.1422615111052458,3.124495569822938,0.5906,0.15089391060292845,0.004133659138885253
normal_repay_amt_rf_repay_std_p7d,-0.0471273336035444,53.33104080564001,99.36046724825675,0.003538815754508484,0.001133580703978654,0.11242540903522716,2.4853139877533574,0.5601,0.11268211586650467,0.0035388157545100368
ely_gt30_repay_cnt_rf_repay_p66d,-0.07223265126628535,359.71245675807086,363.9109086374955,0.004836507395422629,0.005359140536789197,0.1439251427190001,2.087249784809867,0.5611,0.11922236539237807,0.004836507395420214
ely_gt3_repay_amt_rf_repay_std_p186d,-0.07283112183842357,196.84976382259535,221.63823578925147,0.0046436260651736005,0.0013987295750053635,0.16961905072104302,3.8653808127196685,0.6046,0.176621422062345,0.004643626065174251
